documento,nombre,grupo,profesor
836511,Magdalena Arias Villanueva,7A,Profe Laura
154867,Modesto Cabán,6B,Profe Laura
535952,Genaro Godínez,6B,Profe Carlos
802514,Teresa Celia Pichardo Cotto,7C,Profe Laura
975167,Sr(a). Roberto Peña,6C,Profe Ana
465991,Dr. Esperanza Concepción,6C,Profe Juan
110859,Luis Miguel José Eduardo Magaña Ruiz,6A,Profe Juan
898868,Conchita Gabriela Raya Figueroa,7C,Profe Carlos
459509,Cristina Rocío Urrutia,6A,Profe Laura
369303,Angélica Monroy,6A,Profe Carlos
719798,Cristobal Caridad Marín,7A,Profe Ana
786747,Silvia Castro,7B,Profe Juan
281486,Araceli Cortés,6C,Profe Juan
747612,Renato Gaytán,7B,Profe Juan
347602,Leonel Hernán Cervántez Adame,6A,Profe Ana
986300,Lic. Israel Fuentes,6B,Profe Ana
388789,Diego Eugenio Cabrera Toro,6B,Profe Juan
152172,Lic. Leonel Carrero,6B,Profe Laura
311381,Dulce Amador Rentería Chavarría,7C,Profe Juan
354613,Rodolfo Balderas,7B,Profe Laura
686746,Jacobo Cuellar,6C,Profe Ana
638292,Augusto Abraham Quintero Carrillo,6C,Profe Juan
332981,Adela Débora Velasco Apodaca,6C,Profe Ana
521421,Tomás Irma Ceja Rosario,6B,Profe Ana
526649,Serafín Baeza Mireles,7C,Profe Carlos
659491,Abigail Aguayo Montero,6A,Profe Laura
365257,Celia Pedraza,6A,Profe Juan
878668,Guillermina Martín Romo Quiñónez,7A,Profe Carlos
834593,Paulina Serna Zelaya,6A,Profe Juan
639156,Jacobo Carrasco,6A,Profe Ana
645815,Espartaco Hinojosa,6C,Profe Juan
964066,Héctor Melgar Ledesma,7C,Profe Juan
301371,Lic. Amador Ávalos,6C,Profe Laura
690466,Mtro. Aida Cepeda,6B,Profe Juan
453362,Lic. Uriel Salazar,6B,Profe Juan
393721,Teodoro Diana Salcedo,7C,Profe Carlos
874227,Dr. Aida Collazo,7A,Profe Carlos
483718,Rodolfo Portillo,6C,Profe Laura
446296,Teodoro Eugenia Lara,6A,Profe Ana
768966,Esperanza Bahena,6C,Profe Laura
415113,Aldo Samuel de la Torre,7A,Profe Ana
663394,Sr(a). Julio Santacruz,6C,Profe Laura
335170,Virginia Luis Manuel Mares Solorio,6B,Profe Carlos
902393,Lic. Lucas Prado,7B,Profe Laura
827257,Mtro. Juana Toro,7C,Profe Laura
199831,Marisol José María Quesada,7C,Profe Laura
573721,César Galván Portillo,6A,Profe Juan
983933,Jaqueline Quiroz Molina,6B,Profe Juan
866887,Dr. Reynaldo Cruz,7A,Profe Carlos
331828,Uriel Ochoa,6B,Profe Laura
909733,Jaime Timoteo Galindo Romero,6C,Profe Ana
396166,Lic. Arturo Valles,6C,Profe Ana
282153,Eloy Dávila,7A,Profe Carlos
534161,Ana Luisa Georgina Armendáriz Muñiz,7C,Profe Ana
982579,Alvaro Robles Gálvez,7B,Profe Juan
874121,Bruno Leonardo Farías,6C,Profe Ana
177952,Luz Menéndez Vaca,7A,Profe Laura
875243,Rosalia Villalobos Armenta,7B,Profe Ana
273348,Dr. Judith Lucio,7B,Profe Juan
196660,Aida José Emilio Gamboa García,7B,Profe Ana
580106,Sr(a). María Luisa Munguía,7C,Profe Laura
117153,Daniel Juana Marroquín,6C,Profe Juan
463695,Dulce María Mario Mena,7A,Profe Juan
282411,Claudio Cornejo,6B,Profe Ana
491845,Lic. Gilberto Jimínez,6C,Profe Juan
639979,Santiago Abraham Villarreal,7A,Profe Juan
783492,César Pizarro Leiva,6C,Profe Carlos
181033,Leonel Sepúlveda,7A,Profe Ana
871304,Dr. Marisol Crespo,7C,Profe Laura
192039,Dr. Nancy Enríquez,6C,Profe Laura
836190,Andrés Lerma Córdova,7B,Profe Laura
376758,Leonel Fernández,6A,Profe Carlos
405913,Federico Eloy Sosa,7A,Profe Carlos
878153,Marisol Esteban Vela Barreto,6A,Profe Ana
995761,Rufino Batista,6C,Profe Juan
477282,Anel Vera,6B,Profe Laura
786852,Amalia Concepción Luevano,6C,Profe Juan
362570,Alberto Saldivar Orta,7C,Profe Laura
394388,Violeta Vanegas Roldán,7A,Profe Laura
203459,Vanesa Alicia Badillo,7A,Profe Juan
806392,Lilia Elias Esquivel,7C,Profe Juan
564824,Alvaro Benito Juárez Caballero,6B,Profe Juan
727792,Renato Espartaco Olvera Gaona,6B,Profe Carlos
208019,Daniela Guerra Haro,6C,Profe Juan
630858,Dr. Hugo Colón,7B,Profe Carlos
142939,Iván Salazar,7B,Profe Carlos
939348,Leonardo Garrido,7A,Profe Carlos
378404,Alma Ilse Merino Miramontes,6C,Profe Juan
535305,Ing. Israel Bermúdez,7B,Profe Laura
705242,Rafaél Lira Tafoya,7C,Profe Carlos
181506,Mtro. Miguel Ángel Urbina,6A,Profe Ana
720631,Dr. Espartaco Torres,6A,Profe Juan
631511,Marco Antonio González Solís,7C,Profe Laura
229659,Abel Beatriz Juárez Lozano,7A,Profe Ana
773693,Laura Ricardo Arellano Huerta,6A,Profe Ana
383083,Julio Acosta Domínguez,7B,Profe Ana
384856,Gabriela Franco Véliz,6A,Profe Ana
727046,Sr(a). Yolanda Montenegro,6C,Profe Juan
571332,Trinidad Guillen Castellanos,6A,Profe Ana
866969,Alejandro Leticia Valdés,6C,Profe Carlos
725517,Aida Marcos Razo,6B,Profe Laura
601432,Sr(a). Fidel Ceja,6A,Profe Juan
447384,Samuel Gerardo Peralta,7B,Profe Laura
270242,Sr(a). Esteban Velásquez,7A,Profe Juan
547201,Norma Abreu Olivo,6B,Profe Carlos
836503,Celia Alejandro Mejía Castañeda,7C,Profe Laura
680804,Paola Prado,7C,Profe Laura
693055,Claudio Juan Carlos Menchaca,6A,Profe Laura
426913,Germán Paulina Casas,6C,Profe Carlos
401726,Eugenio Salcido,7B,Profe Ana
948926,Ing. Julio Pichardo,7B,Profe Ana
687144,Virginia Ana Luisa de la Fuente,7C,Profe Ana
115840,Delia Jacinto Llamas,7B,Profe Laura
948358,Bernabé Rosalia Arevalo Manzanares,7B,Profe Laura
668280,Evelio Aguilar,7C,Profe Laura
931539,Ing. Wilfrido Bétancourt,7C,Profe Laura
672690,Lic. Mercedes Galindo,7A,Profe Ana
911884,Lorena Estela Calderón,7A,Profe Laura
180857,Laura Salcido,6B,Profe Laura
491107,Indira Cardenas,7C,Profe Laura
190833,Karina Wilfrido Rolón,6C,Profe Carlos
307999,Gabriel Vanesa del Valle Villaseñor,7C,Profe Ana
661888,Octavio Mario Ulibarri Ávila,6B,Profe Carlos
852797,Dr. Esther Canales,6B,Profe Laura
888531,Jesús Osorio Montero,6B,Profe Laura
739981,Eduardo Modesto Espinosa Gaona,7B,Profe Laura
340663,Adriana Clara Paredes Benítez,7B,Profe Carlos
705140,Ana Octavio Marroquín,7A,Profe Carlos
261504,Gabino Fonseca,7C,Profe Juan
621949,Jorge Luis Flavio Briones Gálvez,7A,Profe Carlos
283469,Dr. Rosa Chávez,7C,Profe Juan
252149,María Teresa Rosas,7A,Profe Juan
491960,Lorena Cardenas,6A,Profe Ana
808378,Dr. Carla Zarate,6C,Profe Laura
675067,Magdalena Maximiliano Ceballos Cazares,7A,Profe Carlos
805738,María Eugenia Herrera,6B,Profe Carlos
147009,Georgina María del Carmen Rico,6B,Profe Juan
423501,Víctor Valdivia Zapata,7B,Profe Laura
955809,Dolores Elsa García,7B,Profe Ana
883116,Jacinto Mares Castro,6A,Profe Ana
635930,Ernesto Miriam Grijalva Gracia,6C,Profe Juan
444947,Alicia Tamayo Crespo,6C,Profe Juan
714842,Reina Susana Abreu,6B,Profe Juan
109797,Lic. Luis de la Torre,6A,Profe Juan
337939,Alicia Asunción Godínez Osorio,7B,Profe Ana
515271,Lic. Isabela Robles,6C,Profe Laura
629010,Nayeli Gregorio Martínez Peralta,7C,Profe Juan
666681,Marcela Ulloa Torres,6C,Profe Laura
452998,Ricardo Bernal,7A,Profe Juan
482904,Sr(a). Diego Ramírez,6C,Profe Carlos
240242,Modesto Cervantes Lebrón,7B,Profe Laura
378244,Inés Mercedes de la Garza,6C,Profe Juan
787857,Jonás René Gallegos,6C,Profe Juan
471008,Lic. Cecilia Fernández,7B,Profe Carlos
788352,Isabel Calderón,7C,Profe Ana
976116,Mtro. Ana María Palacios,7C,Profe Juan
144897,César Felipe Solís Patiño,7C,Profe Carlos
782753,Esteban Norma Batista Baeza,6C,Profe Laura
875267,Guillermo Alvaro Haro,6B,Profe Carlos
345907,Ángel Tomás Madrid,6A,Profe Juan
975349,Rosa Benavides,6B,Profe Juan
454217,Francisco Javier Arellano,6C,Profe Carlos
890794,Estefanía Solorzano Guajardo,6A,Profe Laura
366431,Ing. Nicolás Preciado,6A,Profe Juan
804843,Alicia Diego del Valle,7A,Profe Laura
308042,Lic. Luz Ojeda,7A,Profe Ana
275034,Lic. Felix Otero,6C,Profe Ana
819222,Norma Pablo Caldera,6C,Profe Carlos
450508,Dr. Emiliano Nieto,7B,Profe Carlos
485003,Sr(a). Linda Rico,7A,Profe Ana
779270,Jacinto Cornelio Colón,7B,Profe Ana
583950,Mtro. Soledad Tirado,6B,Profe Ana
602555,Yuridia Lira Posada,7C,Profe Carlos
804070,Dr. Ana Ontiveros,7C,Profe Ana
791543,Frida Jaime Tello,6A,Profe Carlos
506636,Yeni Granado Munguía,7C,Profe Laura
447131,Lic. Rodolfo Cadena,6C,Profe Juan
635838,Silvano Vera Marín,7A,Profe Juan
968465,Zacarías Ceja Tapia,7C,Profe Juan
394048,Patricio Felipe Santacruz Briones,7C,Profe Ana
715870,José Eduardo Velásquez,6A,Profe Carlos
817384,Mtro. Norma Sosa,6A,Profe Juan
475795,Sessa Ulibarri,6C,Profe Juan
764875,Concepción Patricio Casares de Jesús,6B,Profe Carlos
578048,Armando Hilda Vázquez,6C,Profe Ana
716449,Luisa Eduardo Quesada Escobar,6A,Profe Juan
926154,Dr. Alma Miramontes,6B,Profe Carlos
534555,Violeta Ceballos Quintanilla,6C,Profe Laura
900481,Soledad Mauro Gollum,7C,Profe Laura
949881,Frida Jorge Luis Valdez Rivero,7A,Profe Laura
968676,Natividad de Anda Bahena,7B,Profe Juan
369459,Zoé Ariadna Negrete,6C,Profe Juan
272019,Jaqueline Daniel Carrillo Manzanares,7B,Profe Carlos
446197,Sr(a). Patricia Berríos,6B,Profe Laura
554632,Clemente Valencia Noriega,7A,Profe Juan
189165,Armando Valadez,6A,Profe Carlos
401922,José Luis Ana Durán,7B,Profe Ana
830578,Santiago Lemus,7B,Profe Laura
250956,Ing. Gilberto Perea,7C,Profe Laura
739726,Gloria Anguiano Centeno,7A,Profe Juan
289335,Isabel de la Fuente,6A,Profe Ana
358903,Ana Solís,6C,Profe Carlos
781778,Mario Virginia Acosta,6C,Profe Juan
266019,Graciela Porras Rivera,6C,Profe Laura
737521,Cornelio Uribe Borrego,7B,Profe Laura
406443,Mtro. Elsa Muro,6C,Profe Carlos
603756,Jaime Elisa de la Torre Blanco,6C,Profe Laura
241623,Georgina Juan Carlos Granados,7C,Profe Ana
345845,Armando Beatriz Villagómez Ontiveros,6C,Profe Carlos
993507,Dalia Raquel de Jesús,6B,Profe Juan
654895,Renato Salinas,7C,Profe Carlos
844101,Sr(a). Lucía Vanegas,6A,Profe Laura
992457,Verónica Juana Cazares,6C,Profe Juan
879698,Teresa Francisco Ulibarri,7B,Profe Carlos
456382,Lic. Bruno Estrada,7A,Profe Ana
213542,Dr. Homero Olmos,7C,Profe Juan
908753,Salvador Adán Griego,6A,Profe Carlos
677459,Rodrigo Nava Marrero,7C,Profe Juan
521454,Magdalena Mireles,7C,Profe Laura
263606,Dr. Héctor Coronado,7C,Profe Carlos
223419,Fernando Alvarez,6B,Profe Ana
104219,Alvaro Guadalupe Esquivel,7C,Profe Laura
916199,Víctor Lucas Barajas,7C,Profe Ana
508194,Mtro. Zoé Bermúdez,7B,Profe Ana
179519,Ing. Cecilia Dávila,7C,Profe Ana
322165,María Eugenia Zepeda Serrano,7C,Profe Laura
875317,Vicente Margarita Briones,6B,Profe Juan
618101,Julio Gastélum Verduzco,6A,Profe Ana
252953,Eloy Rosario Romo Perales,6C,Profe Laura
969628,Elsa Bahena Iglesias,6A,Profe Carlos
219227,Amelia Mata,7C,Profe Carlos
521611,Linda Benito Montaño Mojica,6A,Profe Laura
726960,Flavio Ocampo,6C,Profe Ana
763465,Martín Amador,6B,Profe Laura
203133,Yolanda Elizondo,6B,Profe Carlos
948891,Nancy Enríquez,6B,Profe Carlos
846013,Héctor Villanueva,7B,Profe Laura
684214,Carlos Rico Viera,7B,Profe Carlos
757918,María Samaniego,7A,Profe Carlos
936920,Úrsula Cornejo,7C,Profe Laura
554952,Rubén Pérez Ortiz,6C,Profe Juan
826845,Oswaldo Camilo Espinoza Caballero,6A,Profe Juan
557886,Rebeca Jáquez Casárez,7C,Profe Ana
387348,Salma Leonor Guerrero,6C,Profe Juan
932203,Sr(a). Mercedes Amaya,6A,Profe Juan
391509,Germán Citlali Pulido Medina,6A,Profe Laura
634573,Amalia Elena Gamboa Maya,6C,Profe Ana
169699,Ing. Aurora Polanco,6A,Profe Juan
375837,Dalia Arturo Murillo,7B,Profe Carlos
476179,Ángela Lorena Centeno,6A,Profe Ana
972219,Federico Linares Noriega,6A,Profe Carlos
980438,Anel Tomás Velásquez Corona,7B,Profe Ana
641003,Judith Rincón Suárez,6B,Profe Laura
447301,Nayeli Montemayor Terán,7B,Profe Juan
408343,Mtro. Carla Santana,7B,Profe Carlos
179414,Juana Madrigal Ayala,6B,Profe Laura
632927,Ignacio Rebeca Uribe Esparza,6C,Profe Laura
897252,Leonardo Irma Varela,6A,Profe Carlos
661361,Ruby Marisol Ozuna,6B,Profe Juan
748586,Noemí Gálvez,6B,Profe Juan
291463,Jos Ana María Saldaña Colón,7B,Profe Laura
892368,Norma Minerva Mata,7C,Profe Carlos
220944,Roberto Linda Sauceda Nevárez,6B,Profe Ana
466863,Pablo Berríos,6B,Profe Ana
113400,Eva Nancy Nieves Iglesias,6B,Profe Ana
470169,Ing. Virginia Gil,6B,Profe Ana
197769,Francisco Javier Alma Mendoza,6A,Profe Juan
545144,Jorge Ocampo,6B,Profe Carlos
162774,Esmeralda Garica Sisneros,7C,Profe Laura
629908,Frida Rangel Bahena,7A,Profe Ana
164270,Mitzy Sandra Barajas,7B,Profe Laura
806961,Delia Mercedes Godoy Esquivel,6C,Profe Ana
366346,Amelia Briones Martínez,7A,Profe Ana
568737,Ing. Berta Camarillo,6A,Profe Ana
408581,Roberto Irene Carrero,6C,Profe Juan
483237,Linda Angélica Cruz,6A,Profe Ana
225251,Rosalia María del Carmen Briseño Téllez,6B,Profe Laura
381090,Lic. Joaquín Elizondo,7A,Profe Laura
168726,Marisela Conchita de Jesús,7A,Profe Carlos
827514,Bruno Abraham Enríquez,6C,Profe Carlos
907824,Luz Olivo,7A,Profe Juan
662455,Lic. Sonia de la Torre,7B,Profe Juan
247953,Arturo Moreno,7C,Profe Juan
845850,Delia Vicente Garica,7B,Profe Ana
960716,Mtro. Gregorio Benavídez,7A,Profe Juan
765376,Rolando Almaraz de la Torre,6B,Profe Ana
471339,Sandra Solano Padrón,7B,Profe Ana
941460,Ing. Lilia Espino,6C,Profe Ana
325475,Sergio Pelayo,7A,Profe Laura
652526,Lic. Josefina Feliciano,6B,Profe Carlos
254651,Abraham Chavarría,6B,Profe Laura
124442,Violeta Abreu,7A,Profe Ana
647502,Citlali Díaz,6B,Profe Carlos
843312,Tomás Reynoso Preciado,6B,Profe Carlos
458083,Aida Bianca Caraballo Patiño,6C,Profe Laura
264936,Magdalena Rocha,6C,Profe Laura
450753,Yuridia Estela Haro Angulo,6B,Profe Ana
780561,Patricia Marisol Carbajal Ramírez,6C,Profe Juan
228457,Cristobal Galindo Cardona,7C,Profe Carlos
391046,Tomás David Collazo Roque,6A,Profe Carlos
526988,Georgina Carreón Cedillo,6A,Profe Laura
467556,Carlota Cepeda Perales,7A,Profe Juan
433515,Lic. Pilar Alvarado,7A,Profe Juan
331804,Alonso Fernando Molina Montalvo,7A,Profe Carlos
322939,Oswaldo Hernández Bernal,6A,Profe Carlos
583342,José Emilio Niño,6B,Profe Laura
566793,Jorge Hermelinda Henríquez Benavides,7A,Profe Laura
273041,Dr. Abel Pérez,7A,Profe Carlos
795313,Margarita Navarro del Valle,6C,Profe Laura
434434,Humberto Augusto Espinal,6A,Profe Carlos
417257,Micaela Enríquez Saldivar,7A,Profe Laura
647373,Mayte Laureano,7A,Profe Ana
228089,Fabiola Cristal Ponce Manzanares,7A,Profe Carlos
184005,Sr(a). Serafín Ledesma,7A,Profe Carlos
154999,Esparta Roybal,6A,Profe Juan
405400,Hernán Nieves Lucio,7A,Profe Carlos
405460,Sandra Hilda Briseño,6B,Profe Carlos
568008,Arcelia Rebeca Nieto Benavides,7B,Profe Ana
377503,Elvira Andrés Zepeda,7A,Profe Carlos
666125,Juan Óliver Rosario,7C,Profe Laura
759253,Celia Cynthia Rangel Escamilla,7B,Profe Juan
446759,Israel Cynthia Serrano Carranza,7B,Profe Juan
277358,Wilfrido Elsa Benítez Vergara,6A,Profe Ana
507154,Eloy Claudio Núñez Dueñas,6C,Profe Laura
977632,Ofelia Mateo Godínez,6C,Profe Ana
647267,Camila Duarte,6B,Profe Ana
384008,Guillermina de la O,6C,Profe Ana
697087,Pedro Matos Villagómez,7C,Profe Juan
192249,Joaquín Ramón Amador,7B,Profe Carlos
673017,Dr. Nelly Almanza,6C,Profe Juan
730216,Silvia Rivero,6A,Profe Carlos
967389,Nicolás Jonás Saavedra Batista,7B,Profe Laura
663186,Francisco Javier Lovato Pérez,6B,Profe Laura
995011,Dr. Serafín Quesada,6A,Profe Laura
561455,Ernesto Porras Corrales,6B,Profe Ana
147696,Ing. Pamela Roque,7B,Profe Ana
152246,Ing. Gerónimo Vázquez,6B,Profe Carlos
636111,Gabino Sergio Garza,7A,Profe Juan
286105,Josefina Ignacio Montes,6B,Profe Ana
412631,Micaela Nancy Villagómez,6C,Profe Ana
231955,Concepción Preciado Montañez,7B,Profe Ana
791238,Alejandro Oquendo Urrutia,6B,Profe Juan
716390,Mtro. Mónica Dueñas,7A,Profe Laura
810350,Isaac Omar Corral,7C,Profe Carlos
695738,Abelardo Rubio Rubio,7B,Profe Juan
168731,Roberto Guillermo Casanova,7A,Profe Carlos
975322,Lic. Mayte Quintanilla,6C,Profe Laura
330096,Arturo Dueñas,7B,Profe Laura
450297,Rubén Mónica Padrón Gallegos,7A,Profe Juan
927255,Esparta Cabán Rivero,6A,Profe Ana
407465,Olga Salcedo,6B,Profe Juan
142853,Mtro. Pablo Quintero,7A,Profe Carlos
822940,Benjamín Nevárez,6A,Profe Laura
419241,Ángel Quezada Orta,6A,Profe Juan
121948,Mtro. Nicolás León,7C,Profe Ana
766072,Mtro. Rufino Lara,6A,Profe Laura
801782,Noemí Vela Rivera,7A,Profe Carlos
287030,Helena Emilia Sauceda,7C,Profe Juan
627262,Mtro. Germán Monroy,7A,Profe Carlos
904938,Nayeli Ernesto Carbajal Abrego,6B,Profe Laura
715409,Mariana Lugo,7C,Profe Carlos
666595,Reina Maestas,6A,Profe Ana
223055,Georgina Arguello,6B,Profe Ana
437537,Magdalena Paulina Pedraza,7B,Profe Laura
881200,Dr. Samuel Quintana,6A,Profe Juan
430815,Gilberto Laboy Reyna,7C,Profe Laura
994037,Alfredo María Cristina Pedroza,7A,Profe Carlos
798857,Lic. Mercedes Reyes,7B,Profe Ana
962919,Tomás Abigail Murillo,6A,Profe Laura
588955,Nadia Alfonso Apodaca Roque,7B,Profe Laura
470882,Diego Cabán Rodríquez,7C,Profe Carlos
802943,Rodolfo Ramiro Arroyo,6C,Profe Ana
284144,Mtro. Pamela Gracia,7B,Profe Laura
819092,Dr. Zoé Solorio,7C,Profe Laura
713320,José Eduardo Luz Piña Abreu,6C,Profe Laura
142019,María Elena Valdez,6C,Profe Juan
991559,Lilia Camila Guillen,6C,Profe Juan
389650,Inés Indira Tejeda Beltrán,6B,Profe Juan
186759,Carmen Benavides Acuña,6C,Profe Carlos
569599,Concepción Eduardo Lira,6C,Profe Ana
189195,Julio Jurado,6B,Profe Carlos
363536,Elisa Aida Medrano,6A,Profe Ana
209209,Lucía Ulibarri Vaca,6C,Profe Carlos
988520,José Eduardo Jacinto Carvajal,6A,Profe Ana
943211,Carla Ceballos,6C,Profe Juan
254981,Lorenzo Elena Razo Covarrubias,6B,Profe Ana
410760,Pablo Abril Arias,7A,Profe Ana
449379,Nadia Lorena Esquivel Caldera,7C,Profe Juan
379767,Jorge Caballero Yáñez,7C,Profe Ana
825089,Mario Esparza,7C,Profe Ana
631924,Indira Ana Luisa Ybarra Viera,6B,Profe Ana
992521,Ing. Teresa Pabón,7A,Profe Carlos
624112,Elsa Alfaro Tapia,6B,Profe Carlos
370294,Miguel Mondragón,6B,Profe Carlos
303678,Estefanía Segura,7A,Profe Juan
615762,Cristina Almanza,7A,Profe Ana
206090,Dr. Daniela Medina,6A,Profe Juan
458439,Mayte Martín Munguía Bonilla,6B,Profe Ana
921011,Barbara Humberto Núñez Angulo,7B,Profe Laura
221052,Esparta Itzel Haro,7C,Profe Ana
435972,Jonás Elizondo de la Rosa,7C,Profe Juan
281320,Débora Colunga,7B,Profe Laura
659606,Óscar Magdalena Mota Jimínez,7C,Profe Carlos
867320,Marisela Chapa Girón,7A,Profe Juan
687137,Patricio Cuellar Villegas,6A,Profe Carlos
757877,Gloria Renato Fajardo,6B,Profe Juan
494217,Jorge Luis Anabel Ceja,7B,Profe Juan
544653,Aldonza Angélica Zaragoza Reyes,6C,Profe Carlos
376716,Mariano Terrazas Mondragón,7A,Profe Carlos
737189,Ana María Cristal Arenas,6C,Profe Carlos
495648,Lic. Claudia Olvera,6A,Profe Laura
339810,Pablo Merino,7A,Profe Juan
937375,José Eduardo Salma Saiz,6B,Profe Laura
632019,Roberto Dulce Ortiz Briones,7C,Profe Ana
653714,Ing. Roberto Noriega,6B,Profe Laura
468142,Eloy Arellano,6A,Profe Juan
662174,Óscar Guillermo Romero Miranda,6B,Profe Juan
425071,Olivia José Luis Juárez Calvillo,6C,Profe Ana
243447,Raúl Quiñónez,7B,Profe Carlos
909798,Jaqueline Casares,7A,Profe Ana
460042,Nancy Lucía Cornejo,6A,Profe Laura
144079,Felipe Gil,6B,Profe Ana
873993,Alfonso Aldonza Ávila,6C,Profe Juan
697569,Mauro Paola Trejo Longoria,6C,Profe Ana
937472,Ana María Aldonza Archuleta,6C,Profe Carlos
806983,Teresa Gerardo Báez Alarcón,7A,Profe Carlos
374649,Lic. Alonso Paredes,7A,Profe Carlos
637925,Gabino Cortés Rentería,7B,Profe Ana
586050,Darío Ivonne Rincón,6B,Profe Laura
781604,Esteban Fuentes,7B,Profe Carlos
194986,Olivia Salazar Gamboa,6C,Profe Carlos
289187,Caridad Florencia Monroy,7A,Profe Juan
537953,Rosa Santana,6A,Profe Ana
754089,Santiago Mónica Vega Crespo,6C,Profe Ana
636170,Isabela Rufino Becerra,7B,Profe Laura
208296,Paulina Alvaro Rascón Roybal,7B,Profe Laura
761186,Marisol Eva Apodaca,6C,Profe Juan
966132,Frida Padilla Briseño,6A,Profe Laura
977216,Amanda Óscar Terán,7B,Profe Laura
492157,Esperanza Georgina Ochoa,7A,Profe Ana
757383,Arturo Galindo Tello,7A,Profe Carlos
319207,Marisela Mercedes Santacruz,7A,Profe Ana
572497,Hugo Barbara Polanco Ulloa,6A,Profe Ana
576389,Dr. José María Balderas,7C,Profe Laura
112535,Elvira Eva Ponce,7C,Profe Laura
984450,Adriana Palomino Flores,6B,Profe Carlos
302673,Bernardo Otero Guevara,6A,Profe Juan
962938,Manuel Alvarado,7A,Profe Juan
464270,Eduardo Cardenas,6B,Profe Ana
543025,Luz Rolón Robledo,6C,Profe Carlos
574589,Débora Laureano,6A,Profe Carlos
691080,José Carlos Marisela Guardado,7A,Profe Laura
315470,Carolina Guillen Toledo,6C,Profe Ana
134835,Sr(a). Gerardo Arias,7C,Profe Ana
128797,Lic. Karla de la Fuente,7C,Profe Laura
447942,Verónica Amaya Narváez,6A,Profe Ana
289829,Emilia Quiroz,7B,Profe Carlos
610712,Rolando Cristian Mercado Cervantes,7C,Profe Laura
907350,Berta Vélez Polanco,7A,Profe Laura
634030,Perla Espinoza Alemán,6A,Profe Ana
404230,Jacinto Zeferino Anaya,6C,Profe Carlos
344892,Alonso Camila Sáenz Carreón,7B,Profe Laura
151559,Helena Durán,6A,Profe Carlos
431381,Carlota Montaño Verduzco,6C,Profe Juan
191864,Beatriz Angulo Farías,7B,Profe Carlos
499245,Isaac Lira,7B,Profe Carlos
583000,Adriana Reina Canales,7C,Profe Carlos
104761,Olga Isabel Guerra,6B,Profe Carlos
886139,Rodrigo Franco Bétancourt,6A,Profe Laura
104445,Jacinto Medina Brito,6A,Profe Laura
306134,Elvia Hernandes Ledesma,6C,Profe Laura
978670,Mercedes Delia Villagómez,6B,Profe Carlos
943410,Violeta Galindo,6A,Profe Laura
396363,Claudio Guzmán,6C,Profe Ana
487683,Ing. Irma Rivas,7B,Profe Laura
981935,Ernesto David Bravo García,7B,Profe Laura
933142,Yeni Ceja Camacho,7B,Profe Juan
800035,Salvador Gregorio Quiroz Murillo,6A,Profe Ana
328799,Pamela Pablo Medina,6A,Profe Juan
984564,Sandra Silvano Zamora,6C,Profe Laura
268121,Lic. Cristobal Ramón,7B,Profe Juan
913388,Alma Emilio Lugo,7A,Profe Juan
838297,Flavio Villalpando Bermúdez,7A,Profe Laura
955802,Adriana Conchita Cabrera,7A,Profe Juan
478156,Ana Luisa Sessa Chávez,6C,Profe Carlos
777204,Francisco Javier Eduardo Osorio Benavides,6B,Profe Ana
850415,Débora Arroyo,6C,Profe Ana
233262,Sr(a). Pamela Muñoz,6A,Profe Ana
689654,Cynthia Marisol Navarrete,6A,Profe Ana
342765,Magdalena Diana Tafoya Bernal,6B,Profe Carlos
131417,Hilda Alfonso Grijalva Viera,7C,Profe Carlos
294302,Alonso Brito Vela,6C,Profe Carlos
230990,Ignacio Arreola,6C,Profe Laura
439010,Inés Lozada Casillas,6B,Profe Ana
888890,Andrea Aurora Quesada Morales,6C,Profe Juan
343972,Patricio de la Crúz,6C,Profe Carlos
291819,Humberto Natividad Valdivia,7C,Profe Laura
774787,Lic. Alicia Lovato,6C,Profe Ana
752684,Silvia Anel Solorio Montalvo,6A,Profe Ana
102715,Lic. Adriana Barraza,7B,Profe Carlos
585047,Dr. Susana Esquivel,7B,Profe Ana
603179,José Cavazos,7C,Profe Laura
505580,Leticia Lorena Garibay Casanova,7A,Profe Laura
484961,Concepción de la Rosa,7B,Profe Ana
558616,Rolando Aguilera,6B,Profe Ana
554706,Leonardo Mónica Ochoa,6A,Profe Juan
769722,Wilfrido Cantú,7C,Profe Juan
853235,Olivia Abreu Carrero,6C,Profe Ana
508823,Irma Mateo,6A,Profe Juan
856243,Virginia Sevilla,7C,Profe Ana
157065,Rufino Gamez,6C,Profe Juan
525112,Ernesto Berta Sepúlveda Valdés,7B,Profe Laura
211716,Frida Mateo Zapata Santana,7B,Profe Juan
325647,Magdalena Rocío Girón,6A,Profe Ana
468432,Rosa Espinoza Herrera,7B,Profe Juan
128390,Mauricio de la Crúz,6B,Profe Ana
920825,Marcos Alarcón,7A,Profe Laura
989222,Aurora Cristina Barela Anaya,7C,Profe Juan
777392,Ramón Flavio Ochoa Rosas,7A,Profe Ana
921527,José Luis Eloy Montero,6A,Profe Ana
909172,Sr(a). Cornelio Serna,7C,Profe Juan
491487,Sr(a). Lilia Cintrón,7B,Profe Ana
395446,Bernabé Soliz,6B,Profe Carlos
448580,Norma Rubén Quiñónez,7A,Profe Laura
404125,Lic. Abril Corrales,7C,Profe Carlos
